dep,dep_lat,dep_lng,crash,crash_lat,crash_lng
"Charleston International Airport, SC (CHS/KCHS), United States of America",32.8942676,-80.038159,"Macon Downtown Airport, GA (MAC) (   United States of America)",32.8257883,-83.56711489999999
"Fort Lauderdale International Airport, FL (FLL/KFLL), United States of America",26.0742344,-80.1506022,"5 km (3.1 mls) NE off  Fort Lauderdale International Airport, FL (FLL) (   United States of America)",26.0742344,-80.1506022
"Addis Ababa-Bole Airport (ADD/HAAB), Ethiopia",8.983364,38.7962742,Genève-Cointrin Airport (GVA) (   Switzerland),46.23700969999999,6.1091564
"Boca Raton Public Airport, FL (BCT/KBCT), United States of America",26.3829495,-80.1011879,"Sarasota-Bradenton International Airport, FL (SRQ) (   United States of America)",27.3945917,-82.55529729999999
"Fairbanks International Airport, AK (FAI/PAFA), United States of America",64.8164163,-147.8635168,"10 km (6.3 mls) SW of Anaktuvuk Pass Airport, AK (AKP) (   United States of America)",68.1331814,-151.7433356
"Baldwin Airport, WI, United States of America",44.8847554,-93.2222846,"Baldwin Airport, WI (   United States of America)",44.8847554,-93.2222846
"Timika-Moses Kilangin (Tembagapura) Airport (TIM/WAYY), Indonesia",-4.52603,136.8873498,ca 2 km SE of Wamena Airport (WMX) (   Indonesia),-4.1001213,138.9516853
"Juneau International Airport, AK (JNU/PAJN), United States of America",58.3579806,-134.5831791,"Elfin Cove Seaplane Base, AK (ELV) (   United States of America)",58.19518409999999,-136.3473927
"Tehran-Mehrabad Airport (THR/OIII), Iran",35.68998819999999,51.311241,Mashhad Airport (MHD) (   Iran),36.2279573,59.6413981
"Abu Dhabi International Airport (AUH/OMAA), United Arab Emirates",24.441938,54.6500736,Abu Dhabi International Airport (AUH) (   United Arab Emirates),24.441938,54.6500736
"Buckland Airport, AK (BKC/PABL), United States of America",65.981404,-161.1491709,"Buckland Airport, AK (BKC) (   United States of America)",65.981404,-161.1491709
"Niamey Airport (NIM/DRRN), Niger",13.4836537,2.1830997,120 km (75 mls) W off  Namibia (   Atlantic Ocean),-22.2409771,14.3537007
"Yangon-Mingaladon Airport (RGN/VYYY), Myanmar",16.9027736,96.1352618,3 km (1.9 mls) from  Tachilek Airport (THL) (   Myanmar),20.4852998,99.9349826
"Kuching Airport (KCH/WBGG), Malaysia",1.4870324,110.3416063,Kuching Airport (KCH) (   Malaysia),1.4870324,110.3416063
"Lanseria Airport (HLA/FALA), South Africa",-25.937751,27.926416,"3,7 km (2.3 mls) E of Lanseria Airport (HLA) (   South Africa)",-25.937751,27.926416
"Cap Haitien Airport (CAP/MTCH), Haiti",19.7332231,-72.19434679999999,2 km (1.3 mls) SW of Cap Haitien Airport (CAP) (   Haiti),19.7332231,-72.19434679999999
"Madrid-Barajas Airport (MAD/LEMD), Spain",40.4983322,-3.5675982,Quito-Mariscal Sucre Airport (UIO) (   Ecuador),-0.1243405,-78.3613938
"Montevideo-Carrasco Airport (MVD/SUMU), Uruguay",-34.8368193,-56.01651870000001,"Porto Alegre-Salgado Filho International Airport, RS (POA/SBPA) (   Brazil)",-29.9934732,-51.1753811
"Chicago Municipal Airport, IL (MDW/KMDW), United States of America",41.78677589999999,-87.7521884,"Cincinnati Municipal Airport, OH (LUK) (   United States of America)",39.10380079999999,-84.4293704
"Cairns Airport, QLD (CNS/YBCS), Australia",-16.8777626,145.7499352,"near Cairns Airport, QLD (CNS) (   Australia)",-16.8777626,145.7499352
"Kansas City Municipal Airport, MO (MKC/KMKC), United States of America",39.1208095,-94.59023739999999,"near Kansas City, MO (   United States of America)",39.0997265,-94.5785667
"Homestead AAF, FL (HST/KHST), United States of America",25.4687224,-80.4775569,"Homestead AAF, FL (HST) (   United States of America)",25.4687224,-80.4775569
"Fort Benning-Lawson AAF, GA (LSF/KLSF), United States of America",32.337925,-84.992149,"18 km (11.3 mls) SW of Fort Benning-Lawson AAF, GA (LSF) (   United States of America)",32.337925,-84.992149
"Adak Island NAS, AK (ADK/PADK), United States of America",51.7615874,-176.6217472,"off Adak Island NAS, AK (ADK) (   Pacific Ocean)",51.7615874,-176.6217472
"Cairns Airport, QLD (CNS/YBCS), Australia",-16.8777626,145.7499352,30 km (18.8 mls) W of Kokoda (   Papua New Guinea),-8.8772848,147.7374471
"Saltby-USAAF Station AAF-538, United Kingdom",52.827431,-0.7360359999999999,Rhenen (   Netherlands),51.96213969999999,5.571115499999999
"Novato-Hamilton Army Air Field, CA, United States of America",38.1074198,-122.5697032,off Hawaii (   Pacific Ocean),19.8967662,-155.5827818
"Guildford Airport, WA (PER/YPPH), Australia",-31.9385476,115.9672492,"Gooseberry Hill, WA (   Australia)",-31.954,116.049
"Okinawa-Motobu Airstrip, Japan",26.6917,127.88178,near Atsugi (   Japan),35.44309399999999,139.3625403
"Dayton-Wright Patterson AAF, OH (FFO/KFFO), United States of America",39.8137298,-84.05374479999999,"5 km (3.1 mls) NW of Pennville, IN (   United States of America)",40.4939337,-85.148304
"Chicago Municipal Airport, IL (MDW/KMDW), United States of America",41.78677589999999,-87.7521884,"Chicago, IL (   United States of America)",41.8781136,-87.6297982
"Manila-Grace Park Airfield, Philippines",14.5122739,121.016508,Mt. Banahaw (   Philippines),14.0675,121.4925
"Minatitlán/Coatzacoalcos International Airport (MTT/MMMT), Mexico",18.1024782,-94.5779807,Pico de Orizaba (   Mexico),19.0303819,-97.2680761
"Havana-Rancho Boyeros Airport (HAV/MUHA), Cuba",22.9915431,-82.410078,off Maiquetia-La Gloria (   Venezuela),10.6035234,-66.99284399999999
"Frankfurt-Rhein-Main AFB (FRF/EDAF), Germany",50.0916446,8.8738682,near Garstang (   United Kingdom),53.90302699999999,-2.772196
"Goose Bay Airport, NL (YYR/CYYR), Canada",53.313422,-60.4123414,"near Twin Falls, NL (   Canada)",53.50045,-64.51413699999999
"Tel Aviv-Lod International Airport (TLV/LLBG), Israel",32.005532,34.8854112,5 km (3.1 mls) from  Constanta-Kogalniceanu Airport (CND) (   Romania),44.3501279,28.4818157
"Reading Municipal Airport/Spaatz Field, PA (RDG/KRDG), United States of America",40.3795374,-75.9677499,"near Philadelphia International Airport, PA (PHL) (   United States of America)",39.8743959,-75.2424229
"Helgoland Airport (HGL/EDXH), Germany",54.1870815,7.915318399999999,Helgoland Airport (HGL) (   Germany),54.1870815,7.915318399999999
"Nome Airport, AK (OME/PAOM), United States of America",64.5099347,-165.4435152,"Elim, AK (   United States of America)",64.61749999999999,-162.2605556
"Soddu Airport (SXU/HASD), Ethiopia",6.8528087,37.7609688,Soddu Airport (SXU) (   Ethiopia),6.8528087,37.7609688
"Burbank/Glendale/Pasadena Airport, CA (BUR/KBUR), United States of America",34.1983122,-118.3574036,"Burbank/Glendale/Pasadena Airport, CA (BUR) (   United States of America)",34.1983122,-118.3574036
"Port Moresby-Jacksons International Airport (POM/AYPY), Papua New Guinea",-9.4410159,147.2182728,8 km (5 mls) from  Kiunga (   Papua New Guinea),-6.1202907,141.2998457
"Oakland International Airport, CA (OAK/KOAK), United States of America",37.7125689,-122.2197428,"325 km (203.1 mls) off  Oahu Island, HI, USA (   Pacific Ocean)",21.4389123,-158.0000565
"Minneapolis-St. Paul International Airport, MN (MSP/KMSP), United States of America",44.8847554,-93.2222846,"Fargo-Hector Field, ND (FAR) (   United States of America)",46.9250414,-96.8160666
"Tehran-Mehrabad Airport (THR/OIII), Iran",35.68998819999999,51.311241,5 km (3.1 mls) W of Rasht Airport (RAS) (   Iran),37.32170199999999,49.6164254
"Chkalovsky Airport (CKL/UUMU), Russia",55.8941163,38.0500766,San Francesco al Campo (   Italy),45.227979,7.6461364
"Jos Airport (JOS/DNJO), Nigeria",9.6395675,8.8666032,"0,7 km (0.4 mls) N of Yola Airport (YOL) (   Nigeria)",9.2063343,12.4574528
"Tiksi Airport (IKS/UEST), Russia",71.6999368,128.8946675,Chokurdah Airport (CKH) (   Russia),70.622169,147.916168
"Berlin-Tegel Airport (TXL/EDDT), Germany",52.5588327,13.2884374,Berlin-Tegel Airport (TXL) (   Germany),52.5588327,13.2884374
"Nice-Côte d'Azur Airport (NCE/LFMN), France",43.6597689,7.214821400000001,Florence-Peretola Airport (FLR) (   Italy),43.8086534,11.2012247
"Erdenet Airport (ERT), Mongolia",49.054082,104.0716533,W of Erdenet (   Mongolia),49.054082,104.0716533
"Linköping-Saab Airport (LPI/ESSL), Sweden",58.40744189999999,15.657141,near Clesy (   France),48.91686499999999,-0.4815989999999999
"Bangalore-Hindustan Airport (BLR/VOBG), India",12.9556763,77.6616992,Bangalore-Hindustan Airport (BLR) (   India),12.9556763,77.6616992
"Tripoli-Castel Benito Airport (TIP/HLLT), Libya",32.669444,13.156667,Bovingdon RAF Station (   United Kingdom),51.5540305,-0.4171726
"Chandigarh Airport (IXC/VICG), India",30.6677661,76.7862287,Dhaka Glacier (   India),26.6581484,85.1601281
"Okinawa-Naha AFB (AHA), Japan",26.3556897,127.7678754,320 km (200 mls) E off  Okinawa [China Sea] (   Pacific Ocean),26.1201911,127.7025012
"Sofia-Vrazhdebna Airport (SOF/LBSF), Bulgaria",42.69342779999999,23.4071233,35 km (21.9 mls) ESE Etropole (   Bulgaria),42.8346414,23.9986631
"Sharjah Airport (SHJ/OMSJ), United Arab Emirates",25.3284352,55.5122577,near Sharjah Airport (SHJ) (   United Arab Emirates),25.3284352,55.5122577
"Paris-Orly Airport (ORY/LFPO), France",48.7262433,2.3652472,Mont Le Cimet (   France),44.290556,6.704167
"Fairbanks-Fort Wainwright Airport, AK (FBK/PAFB), United States of America",64.8415654,-147.6101077,"32 km (20 mls) N of Curry, AK (   United States of America)",62.6147222,-150.0119444
"Mendoza-El Plumerillo Airport, MD (MDZ/SAME), Argentina",-32.8278295,-68.7984969,"Sierra del Vilgo, CD (   Argentina)",-29.9500008,-67.3666687
"Guantánamo NAS (NBW/MUGM), Cuba",20.1400094,-75.2128996,480 km (300 mls) SW off  Jamaica [Caribbean] (   Atlantic Ocean),18.109581,-77.297508
"Paris-Orly Airport (ORY/LFPO), France",48.7262433,2.3652472,near Dannemois (   France),48.452186,2.474807
"Glasgow International Airport (GLA/EGPF), United Kingdom",55.8690744,-4.4350529,Islay-Glenegedale Airport (ILY) (   United Kingdom),55.68492699999999,-6.249992000000001
"Welford RAF Station, United Kingdom",52.6153274,-0.446368,off Normandy (   France),48.87987039999999,0.1712529
"Reykjavík-Keflavík International Airport (KEF/BIKF), Iceland",63.97860290000001,-22.635036,"7,2 km (4.5 mls) W of Issoudun, QC (   Canada)",46.583333,-71.6166671
"Hot Springs-Ingalls Field, VA (HSP/KHSP), United States of America",37.9520151,-79.8344492,"11 km (6.9 mls) E of Uniontown, PA (   United States of America)",39.900076,-79.71643259999999
"Riga-Central Airport (EVRS), Latvia",56.9226554,23.9733129,6 km (3.8 mls) NW of København-Kastrup Airport (CPH) (   Denmark),55.6180236,12.6507628
"Malone-Dufort Airport, NY (KMAL), United States of America",44.853611,-74.32861299999999,"Massena-Richards Field, NY (MSS) (   United States of America)",44.9360661,-74.8442316
"San Antonio-Kelly AFB, TX (SKF/KSKF), United States of America",29.3820256,-98.57851959999999,"3 km (1.9 mls) NNW of Bridgeport, TX (   United States of America)",33.2101155,-97.75475519999999
"Arica-Chacalluta Airport (ARI/SCAR), Chile",-18.3484745,-70.33535979999999,Belen (   Chile),-18.489794,-69.5266907
"London-Heathrow Airport (LHR/EGLL), United Kingdom",51.4700223,-0.4542955,Roma-Ciampino Airport (CIA) (   Italy),41.8000198,12.5933595
"Dessau Airport (EDAD), Germany",51.83406189999999,12.1827934,Vockerode (   Germany),51.8472072,12.3485114
"Zürich-Kloten Airport (ZRH/LSZH), Switzerland",47.4582165,8.5554755,13 km (8.1 mls) SSW of Casablanca-Anfa Airport (CAS) (   Morocco),33.5624975,-7.664694799999999
"Richards-Gebaur AFB, MO, United States of America",38.8516452,-94.5676009,"Belton, MO (   United States of America)",38.8119527,-94.5318982
"Jersey-States Airport, Channel Islands (JER/EGJJ), United Kingdom",49.2074637,-2.1952207,St. Boniface Down (   United Kingdom),50.6038333,-1.1996388
"Melun/Villaroche Airport (LFPM), France",48.60540899999999,2.6712227,near Bernay-en-Brie (   France),48.6769308,2.9311254
"Hannover Airport (HAJ/EDDV), Germany",52.4618486,9.6889919,Berlin-Tegel Airport (TXL) (   Germany),52.5588327,13.2884374
"Krasnovodsk Airport (KRW/UTAK), Turkmenistan",40.05,53.00000009999999,Ashgabat Airport (ASB) (   Turkmenistan),37.9845133,58.3665111
"London Airport (LHR/EGLL), United Kingdom",51.4700223,-0.4542955,Genève-Cointrin Airport (GVA) (   Switzerland),46.23700969999999,6.1091564
"Newark International Airport, NJ (EWR/KEWR), United States of America",40.6895314,-74.1744624,"near Aberdeen, MD (   United States of America)",39.5095556,-76.16411970000001
"Whenuapai Airport (NZWP), New Zealand",-36.7904448,174.6275317,Whenuapai Airport (   New Zealand),-37.0082476,174.7850358
"San Francisco International Airport, CA (SFO/KSFO), United States of America",37.6213129,-122.3789554,"near San Fransisco, CA (   United States of America)",37.7749295,-122.4194155
"McMurdo Station-Williams Field (NZWD), Antarctica",-82.862752,135,Ross Ice Shelf (   Antarctica),-81.4999691,-174.9999732
"Saigon-Tan Son Nhat International Airport (SGN/VVTS), Vietnam",10.8184631,106.6588245,18 km (11.3 mls) N of Vi Thanh (   Vietnam),9.7731921,105.4537082
"New York-John F. Kennedy International Airport, NY (JFK/KJFK), United States of America",40.6413111,-73.77813909999999,Lake Texcoco (   Mexico),19.419444,-99.133333
"Phan Rang Air Base (PHA/VVPR), Vietnam",11.6326972,108.95067,near Phan Rang (PHA) (   Vietnam),11.5825677,108.9912066
"New York-John F. Kennedy International Airport, NY (JFK/KJFK), United States of America",40.6413111,-73.77813909999999,Milano-Malpensa Airport (MXP) (   Italy),45.6300625,8.7255307
"San Jose del Guaviare-Jorge E. González T. Airport (SJE/SKSJ), Colombia",2.5684935,-72.6412831,near Loma Linda (   Colombia),6.1766918,-75.6098971
"Bombay-Santacruz Airport (BOM/VABB), India",19.0931403,72.8567534,Bombay-Santacruz Airport (BOM) (   India),19.0931403,72.8567534
"Summerside Airport, PE (YSU/CYSU), Canada",46.438604,-63.8303986,"CFB Summerside, PE (YSU) (   Canada)",46.438604,-63.8303986
"Windsor Locks-Bradley Field, CT (BDL/KBDL), United States of America",41.9388735,-72.68603139999999,"5 km (3.1 mls) SW of Albany Airport, NY (ALB) (   United States of America)",42.7487124,-73.8054981
"Yoro Airport (ORO/MHYR), Honduras",15.2949679,-87.14228949999999,near Yoro Airport (ORO) (   Honduras),15.45445,-87.9265116
"San Francisco International Airport, CA (SFO/KSFO), United States of America",37.6213129,-122.3789554,"Memphis, Denver (   United States of America)",39.783725,-104.796649
"Ponca City Airport, OK (PNC/KPNC), United States of America",36.7291939,-97.1004509,"Houston-Hobby Airport, TX (HOU) (   United States of America)",29.6453103,-95.2773601
"New York-John F. Kennedy International Airport, NY (JFK/KJFK), United States of America",40.6413111,-73.77813909999999,Genève-Cointrin Airport (GVA) (   Switzerland),46.23700969999999,6.1091564
"Amsterdam-Schiphol International Airport (AMS/EHAM), Netherlands",52.3105386,4.7682744,Barcelona (   Spain),41.3850639,2.1734035
"Akron/Canton Regional Airport, OH (CAK/KCAK), United States of America",40.9153779,-81.4418833,"Akron/Canton Regional Airport, OH (CAK) (   United States of America)",40.9153779,-81.4418833
"New York-John F. Kennedy International Airport, NY (JFK/KJFK), United States of America",40.6413111,-73.77813909999999,"Chicago, New York, Shannon (   Ireland)",41.91813,-87.639883
"Gainesville-J R Alison Municipal Airport, FL (GNV/KGNV), United States of America",29.6863121,-82.2766402,"Richmond International Airport (Byrd Field), VA (RIC) (   United States of America)",37.5065795,-77.3208112
"Oslo-Gardermoen Airport (OSL/ENGM), Norway",60.1975501,11.1004152,"1,5 km (0.9 mls) S of Oslo-Gardermoen Airport (OSL) (   Norway)",60.1975501,11.1004152
"Santa Ana-John Wayne International Airport, CA (SNA/KSNA), United States of America",33.6761901,-117.8674759,"Huntington Beach, CA (   United States of America)",33.6594835,-117.9988026
"Tripoli-Okba Ben Nafi Air Base (MJI/HLLM), Libya",32.893585,13.275945,near Tripoli (   Libya),32.8872094,13.1913383
"Milano-Malpensa Airport (MXP/LIMC), Italy",45.6300625,8.7255307,Milano-Malpensa Airport (MXP) (   Italy),45.6300625,8.7255307
"Huambo Airport (NOV/FNHU), Angola",-12.8031493,15.7495181,Huambo Airport (NOV) (   Angola),-12.8031493,15.7495181
"Leticia-Alfredo Vásquez Cobo Airport (LET/SKLT), Colombia",-4.1911407,-69.9414123,32 km (20 mls) N of Leticia (   Colombia),-4.203164999999999,-69.935907
"Anchorage-Ted Stevens International Airport, AK (ANC/PANC), United States of America",61.17588629999999,-149.9900792,"Unalaska Airport, AK (DUT) (   United States of America)",53.8983407,-166.5442157
"London-Heathrow Airport (LHR/EGLL), United Kingdom",51.4700223,-0.4542955,Tangier Airport (TNG) (   Morocco),35.72659549999999,-5.9150683
"Denver International Airport, CO (DEN/KDEN), United States of America",39.8560963,-104.6737376,"Laramie-General Brees Field, WY (LAR) (   United States of America)",41.3201937,-105.6703447
"Amsterdam-Schiphol International Airport (AMS/EHAM), Netherlands",52.3105386,4.7682744,over North Sea (   Atlantic Ocean),56.511018,3.515625
"Ufa Airport (UFA/UWUU), Russia",54.5651241,55.8841742,Ufa Airport (UFA) (   Russia),54.5651241,55.8841742
"Savusavu Airport (SVU/NFNS), Fiji",-16.8030998,179.3407263,NE of Nadi International Airport (NAN) (   Fiji),-17.7534652,177.4507196
"Brazzaville-Maya Maya Airport (BZV/FCBB), Congo",-4.250653,15.2575148,near Jakiri (   Cameroon),6.081612199999999,10.6393641
"London-Heathrow Airport (LHR/EGLL), United Kingdom",51.4700223,-0.4542955,"near Chicago-O'Hare International Airport, IL (ORD) (   United States of America)",41.9741625,-87.9073214
"Myitkyina Airport (MYT/VYMK), Myanmar",25.381995,97.3549302,"14,5 km (9.1 mls) NW of Putao Airport (PBU) (   Myanmar)",27.329495,97.42668909999999
"Linfen Air Base, China",36.088005,111.518975,2 km (1.3 mls) N of Linfen Air Base (   China),36.088005,111.518975
"Amsterdam-Schiphol International Airport (AMS/EHAM), Netherlands",52.3105386,4.7682744,Genève-Cointrin Airport (GVA) (   Switzerland),46.23700969999999,6.1091564
"New Orleans-Lakefront Airport, LA (NEW/KNEW), United States of America",30.0385136,-90.0264057,"near Houston-William P. Hobby Airport, TX (HOU) (   United States of America)",29.6453103,-95.2773601
"Managua-Augusto C Sandino Airport (MGA/MNMG), Nicaragua",12.1446517,-86.1713168,9 km (5.6 mls) S of Tegucigalpa-Toncontin Airport (TGU) (   Honduras),14.0606505,-87.2178576
"Paris-Orly Airport (ORY/LFPO), France",48.7262433,2.3652472,Lille-Lesquin Airport (LIL) (   France),50.57178,3.106087
"Fort Belvoir-Davison AAF, VA (DAA/KDAA), United States of America",38.7152542,-77.1803477,"Patuxent River Naval Air Station, MD (NHK) (   United States of America)",38.2750753,-76.4463107
"Portland International Airport, OR (PDX/KPDX), United States of America",45.58976939999999,-122.5950942,"Seattle/Tacoma International Airport, WA (SEA) (   United States of America)",47.4502499,-122.3088165
"Jeddah-King Abdulaziz International Airport (JED/OEJN), Saudi Arabia",21.687963,39.143631,near Rash Mishab (   Saudi Arabia),28.0706964,48.6163371
"Quito-Mariscal Sucre Airport (UIO/SEQU), Ecuador",-0.1243405,-78.3613938,Quito-Mariscal Sucre Airport (UIO) (   Ecuador),-0.1243405,-78.3613938
"Amsterdam-Schiphol International Airport (AMS/EHAM), Netherlands",52.3105386,4.7682744,"5,5 km (3.4 mls) SE of Athens-Ellinikon International Airport (ATH) (   Greece)",37.9356467,23.9484156
"Huambo Airport (NOV/FNHU), Angola",-12.8031493,15.7495181,Huambo Airport (NOV) (   Angola),-12.8031493,15.7495181
"Moncton-Metropolitan Area Airport, NB (YQM/CYQM), Canada",46.1139551,-64.6788977,"22 km (13.8 mls) N of Linneus, ME (   United States of America)",46.03866499999999,-67.9600193
"Ufa Airport (UFA/UWUU), Russia",54.5651241,55.8841742,Ufa Airport (UFA) (   Russia),54.5651241,55.8841742
"Salvador-Deputado Luís Eduardo Magalhães International Airport, BA (SSA/SBSV), Brazil",-12.9110977,-38.3312411,"São Paulo-Viracopos Airport, SP (VCP) (   Brazil)",-23.008205,-47.13756850000001
"Columbus-Port Columbus International Airport, OH (CMH/KCMH), United States of America",39.9999399,-82.8871767,"Utica-Oneida County Airport, NY (UCA) (   United States of America)",43.14114199999999,-75.38538
"Huánuco Airport (HUU/SPHV), Peru",-9.878424899999999,-76.2055415,Cordillera Carpish (   Peru),-9.7,-76.14999999999999
"Urumqi Airport (URC/ZWWW), China",43.9072222,87.4741667,Korla Airport (KRL) (   China),41.622594,86.14322600000001
"Lugano Airport (LUG/LSZA), Switzerland",46.0044161,8.910109499999999,Roma-Ciampino Airport (CIA) (   Italy),41.8000198,12.5933595
"Cuenca Airport (CUE/SECU), Ecuador",-2.889444,-78.984444,"0,5 km (0.3 mls) N of Cuenca-Mariscal Lamar Airport (CUE) (   Ecuador)",-2.889444,-78.984444
"Goma Airport (GOM/FZNA), Congo (Democratic Republic)",-1.6630866,29.2376757,Margarita Mountain (   Uganda),0.3912132,29.8694229
"Goma Airport (GOM/FZNA), Congo (Democratic Republic)",-1.6630866,29.2376757,10 km (6.3 mls) NW of Sake (   Congo (Democratic Republic)),-1.5631276,29.0518113
"Reykjavík-Keflavík International Airport (KEF/BIKF), Iceland",63.97860290000001,-22.635036,"Trenton Airport, ON (YTR) (   Canada)",44.1166192,-77.5315138
"Quito-Mariscal Sucre Airport (UIO/SEQU), Ecuador",-0.1243405,-78.3613938,Quito-Mariscal Sucre Airport (UIO) (   Ecuador),-0.1243405,-78.3613938
"Valencia-Arturo Michelena International Airport (VLN/SVVA), Venezuela",10.1543841,-67.92307459999999,Acarigua Airport (AGV) (   Venezuela),9.5492072,-69.234252
"Davao Airport (DVO/RPMD), Philippines",7.130357699999999,125.64544,"3 km (1.9 mls) off  Barangay Bukana, San Pedro Extension, Davao City (   Philippines)",7.0591979,125.6134663
"Columbia Metropolitan Airport, SC (CAE/KCAE), United States of America",33.941917,-81.1220015,"Columbia Metropolitan Airport, SC (CAE) (   United States of America)",33.941917,-81.1220015
"Phalaborwa Airport (PHW/FAPH), South Africa",-23.935833,31.155,"Germiston, c. 13 km SW of Johannesburg International Airport (JNB' (   South Africa)",-26.1393833,28.2468148
"Namsos Airport (OSY/ENNM), Norway",64.47240900000001,11.5707814,8 km (5 mls) SW of Brønnøysund Airport (BNN) (   Norway),65.4598621,12.2090369
"Hannover Airport (HAJ/EDDV), Germany",52.4618486,9.6889919,2 km (1.3 mls) N of Kettwig (   Germany),51.36685960000001,6.9513739
"Lake Nerka-GCI Lodge, AK, United States of America",59.433674,-158.943608,"16 km (10 mls) NW of Aleknagik, AK (   United States of America)",59.2730556,-158.6177778
"Taiynsha  Airport, Kazakhstan",54.7772537,69.1859072,"Sarybulak, North Kazakhstan Region (   Kazakhstan)",53.4720337,68.1564334
"Mayo Airport, YT (YMA/CYMA), Canada",63.617021,-135.873377,"70 km (43.8 mls) NE of Mayo, YT (   Canada)",63.59426199999999,-135.8964919
"Huambo Airport (NOV/FNHU), Angola",-12.8031493,15.7495181,Huambo Airport (NOV) (   Angola),-12.8031493,15.7495181
"Quito-Mariscal Sucre Airport (UIO/SEQU), Ecuador",-0.1243405,-78.3613938,Quito-Mariscal Sucre Airport (UIO) (   Ecuador),-0.1243405,-78.3613938
"Perth Airport, WA (PER/YPPH), Australia",-31.9385476,115.9672492,"Nifty Airport, WA (NIF) (   Australia)",-21.675011,121.5987728
"Perm Airport (PEE/USPP), Russia",57.9160625,56.01043259999999,Kotlas Airport (KSZ) (   Russia),61.2370214,46.6966268
"Isla del Rey-Punya Coco Airstrip, Panama",8.2280556,-78.9052778,"Isla Perico, Panama City (   Panama)",8.9147146,-79.524513
"San Francisco International Airport, CA (SFO/KSFO), United States of America",37.6213129,-122.3789554,Hermosillo-Gen Pesqueira Garcia Airport (HMO) (   Mexico),29.0935225,-111.0534923
"Los Pelambres Airport (SCNK), Chile",-31.781342,-70.96801219999999,"1,9 km (1.2 mls) SE of Viña del Mar Airport (KNA) (   Chile)",-32.9482283,-71.4827226
"Likawage Airstrip, Tanzania",-9.234954,39.00494,Likawage Airstrip (   Tanzania),-9.234954,39.00494
"Johannesburg-O.R. Tambo International Airport (JNB/FAOR), South Africa",-26.1366728,28.2411459,Johannesburg-O.R. Tambo International Airport (JNB) (   South Africa),-26.1393833,28.2468148
"Akron/Canton Regional Airport, OH (CAK/KCAK), United States of America",40.9153779,-81.4418833,"Akron/Canton Regional Airport, OH (CAK) (   United States of America)",40.9153779,-81.4418833
"Heraklion Airport (HER/LGIR), Greece",35.3395798,25.1747483,Rhodes/Paradisi-Diagoras Airport (RHO) (   Greece),36.4047577,28.0867646
"Entebbe Airport (EBB/HUEN), Uganda",0.0435913,32.4417943,Obo-AIM Airfield (   Central African Republic),5.3956496,26.4916731
"Ankara/Guvercinlik Air Base (LTAB), Turkey",39.9348066,32.7836637,near Guvercinlik (   Turkey),37.133576,27.580035
"London-Heathrow Airport (LHR/EGLL), United Kingdom",51.4700223,-0.4542955,Glasgow International Airport (GLA) (   United Kingdom),55.8690744,-4.4350529
"Quito-Mariscal Sucre Airport (UIO/SEQU), Ecuador",-0.1243405,-78.3613938,Cuenca-Mariscal Lamar International Airport (CUE) (   Ecuador),-2.889444,-78.984444
"Akobo Airport (HSAK), South Sudan",7.7804849,33.0029105,Akobo (   South Sudan),7.7804849,33.0029105
"Jackson-Reynolds Municipal Airport, MI (JXN/KJXN), United States of America",42.2588719,-84.4603964,"Marion Municipal Airport, IN (MZZ) (   United States of America)",40.4912184,-85.6754619
"Paris-Orly Airport (ORY/LFPO), France",48.7262433,2.3652472,Aurillac Airport (AUR) (   France),44.8978093,2.4206432
"Freetown-Lungi International Airport (FNA/GFLL), Sierra Leone",8.6154128,-13.2005981,Monrovia-Sprigg Payne Airport (MLW) (   Liberia),6.3156068,-10.8073698
"Cork Airport (ORK/EICK), Ireland",51.8490591,-8.4898845,Cork Airport (ORK) (   Ireland),51.8490591,-8.4898845
"New York-John F. Kennedy International Airport, NY (JFK/KJFK), United States of America",40.6413111,-73.77813909999999,Brussel-Zaventem Airport (BRU) (   Belgium),50.900999,4.4855744
"Kugluktuk Airport, NU (YCO/CYCO), Canada",67.81648009999999,-115.1338205,"5,5 km (3.4 mls) NE of Port Radium, NT (   Canada)",66.089218,-118.014297
"Denver International Airport, CO (DEN/KDEN), United States of America",39.8560963,-104.6737376,"37 km (23.1 mls) W of Wichita, KS (   United States of America)",37.68717609999999,-97.33005299999999
"Quito-Mariscal Sucre Airport (UIO/SEQU), Ecuador",-0.1243405,-78.3613938,Quito-Mariscal Sucre Airport (UIO) (   Ecuador),-0.1243405,-78.3613938
"Bangkok-Don Muang International Airport (DMK/VTBD), Thailand",13.9132602,100.6041987,Phuket International Airport (HKT) (   Thailand),8.1110951,98.3064646
"Quito-Mariscal Sucre Airport (UIO/SEQU), Ecuador",-0.1243405,-78.3613938,Quito-Mariscal Sucre Airport (UIO) (   Ecuador),-0.1243405,-78.3613938
"Hohn Air Base (ETNH), Germany",54.318859,9.5585205,near Olsberg-Elpe (   Germany),51.2757346,8.4477122
"Taichung-Ching Chuan Kang Airport (RMQ/RCMQ), Taiwan",24.2621452,120.6227409,Taichung-Ching Chuan Kang Airport (RMQ) (   Taiwan),24.2621452,120.6227409
"Amsterdam-Schiphol Municipal Airport (AMS/EHAM), Netherlands",52.3105386,4.7682744,Tubbergen (   Netherlands),52.4089074,6.7854892
