"dep","dep_lat","dep_lng","dest","dest_lat","dest_lng","crash","crash_lat","crash_lng"
"Arkhangelsk-Talaghy Airport (ARH/ULAA), Russia","64.5384","40.51492","Rogachevo Air Base, Russia","51.2754","127.82735",Rogachevo Air Base (   Russia),"51.2754","127.82735"
"Chelyabinsk Airport (CEK/USCC), Russia","55.16307","61.38878","Tobolsk Airport (TOX/USTO), Russia","58.22764","68.27401",Tobolsk Airport (TOX) (   Russia),"58.22764","68.27401"
"Skukuza Airport (SZK/FASZ), South Africa",-24.99998,"31.59288","Sun City-Pilanesberg Airport (NTY/FAPN), South Africa",-25.24792,"27.10434",Sun City-Pilansberg Airport (NTY) (   South Africa),-25.3594,"27.10751"
"Khartoum-Civil Airport (KRT/HSSS), Sudan","15.60867","32.53578","Sharjah Airport (SHJ/OMSJ), United Arab Emirates","25.35287","55.39203",near Jeddah (   Saudi Arabia),"21.48172","39.1828"
"Arkhangelsk-Talaghy Airport (ARH/ULAA), Russia","64.5384","40.51492","Rogachevo Air Base, Russia","51.2754","127.82735",Rogachevo Air Base (   Russia),"51.2754","127.82735"
"Toronto-Pearson International Airport, ON (YYZ/CYYZ), Canada","43.67421",-79.63263,"Fredericton Airport, NB (YFC/CYFC), Canada","45.97615",-66.67509,"Fredericton Airport, NB (YFC) (   Canada)","45.97615",-66.67509
"Takhtamygda Airport, Russia","54.10589","123.62526","Kyzyl-Syr Airport (UENK), Russia","51.72052","94.43659",Aldan Airport (ADH) (   Russia),"58.63235","125.40417"
"Florianópolis-Hercilio Luz International Airport, SC (FLN/SBFL), Brazil",-27.59478,-48.54498,"Porto Alegre-Canoas Air Base, RS (SBCO), Brazil",-29.90537,-51.18446,"ca 20 km E of Florianópolis, SC (   Brazil)",-27.5976,-48.548
"Grand Rapids-Kent County International Airport, MI (GRR/KGRR), United States of America","42.86349",-85.5313,"Milwaukee-General Mitchell Airport, WI (MKE/KMKE), United States of America","43.02565",-87.97557,"44 km (27.5 mls) from  Milwaukee, WI (   United States of America)","43.042",-87.90687
"Kiev-Zhulhyany Airport (IEV/UKKK), Ukraine","47.86484","31.02088","Kiev-Zhulhyany Airport (IEV/UKKK), Ukraine","47.86484","31.02088",near Gorbovichi (   Ukraine),"50.39123","30.14996"
"Calverton-Peconic River Airport, NY (CTO), United States of America","40.89979",-72.71804,"Calverton-Peconic River Airport, NY (CTO), United States of America","40.89979",-72.71804,"5 km (3.1 mls) NE of Calverton-Peconic River Airport, NY (CTO) (   United States of America)","40.89979",-72.71804
"Roswell-Walker AFB, NM, United States of America","33.31817",-104.52315,"Roswell-Walker AFB, NM, United States of America","33.31817",-104.52315,"Roswell-Walker AFB, NM (   United States of America)","33.31817",-104.52315
"Budapest-Ferihegy Airport (BUD/LHBP), Hungary","47.44469","19.21315","Budapest-Ferihegy Airport (BUD/LHBP), Hungary","47.44469","19.21315",Budapest (   Hungary),"47.49973","19.05508"
"Rio de Janeiro-Santos Dumont Airport, RJ (SDU/SBRJ), Brazil",-22.97243,-43.22459,"Rio de Janeiro-Santos Dumont Airport, RJ (SDU/SBRJ), Brazil",-22.97243,-43.22459,"50 m off Praia de Itaipu, Niterói, RJ (   Brazil)",-22.97109,-43.04498
"Roswell-Walker AFB, NM, United States of America","33.31817",-104.52315,"Roswell-Walker AFB, NM, United States of America","33.31817",-104.52315,"Roswell-Walker AFB, NM (   United States of America)","33.31817",-104.52315
"Angeles City-Clark Air Base (CRK/RPMK), Philippines","15.16541","120.60845","Angeles City-Clark Air Base (CRK/RPMK), Philippines","15.16541","120.60845","1,5 km (0.9 mls) E of Angeles City-Clark Air Base (CRK) (   Philippines)","15.16541","120.60845"
"Lanseria Airport (HLA/FALA), South Africa",-25.95093,"27.91814","Lanseria Airport (HLA/FALA), South Africa",-25.95093,"27.91814",Lanseria Airport (HLA) (   South Africa),-25.95093,"27.91814"
"London-Heathrow Airport (LHR/EGLL), United Kingdom","51.47247",-0.45288,"New York-John F. Kennedy International Airport, NY (JFK/KJFK), United States of America","40.65467",-73.78911,Lockerbie (   United Kingdom),"55.12175",-3.35473
"Orlando Executive Airport, FL (ORL/KORL), United States of America","28.54082",-81.31926,"Mayfield Graves County Airport, KY, United States of America","36.76309",-88.58183,"1,7 km (1.1 mls) NNE of Mayfield Graves County Airport, KY (   United States of America)","36.76309",-88.58183
"Fort Lauderdale International Airport, FL (FLL/KFLL), United States of America","26.1276",-80.34245,"Santo Domingo-Las Américas International Airport (SDQ/MDSD), Dominican Republic","18.48372",-69.8672,"near Dania Beach, FL (   United States of America)","26.05226",-80.14501
"Decatur-Bishop Airfield, TX, United States of America","33.24349",-97.58541,"Decatur-Bishop Airfield, TX, United States of America","33.24349",-97.58541,"Decatur-Bishop Airfield, TX (   United States of America)","33.24349",-97.58541
"Leipzig Airport (LEJ/EDDP), Germany","51.3452","12.38594","Dortmund Airport (DTM/EDLW), Germany","51.51661","7.4583",near Paderborn-Lippstadt (   Germany),"51.68281","8.3878"
"Shanghai-Hongqiao Airport (SHA/ZSSS), China","31.25516","121.47471","Fuzhou Airport (FOC/ZSFZ), China","26.07877","119.29689",Fuzhou Airport (FOC) (   China),"26.07877","119.29689"
"Minneapolis-St. Paul International Airport, MN (MSP/KMSP), United States of America","44.95151",-93.32273,"Minneapolis-St. Paul International Airport, MN (MSP/KMSP), United States of America","44.95151",-93.32273,"Minneapolis-St Paul International Airport, MN (MSP) (   United States of America)","44.95151",-93.32273
"Samarinda Airport (SRI/WALS), Indonesia",-0.49544,"117.14373","Samarinda Airport (SRI/WALS), Indonesia",-0.49544,"117.14373",Samarinda (   Indonesia),-0.49544,"117.14373"
"Gainesville-J R Alison Municipal Airport, FL (GNV/KGNV), United States of America","29.65195",-82.32279,"St. Augustine Airport, FL (UST/KSGJ), United States of America","29.89216",-81.31411,"St. Augustine Airport, FL (UST) (   United States of America)","29.89216",-81.31411
"Mmabatho Mafikeng International Airport (MBD/FAMM), South Africa",-25.85675,"25.63174","Lanseria Airport (HLA/FALA), South Africa",-25.95093,"27.91814",Lanseria Airport (HLA) (   South Africa),-25.95093,"27.91814"
"Leipzig Airport (LEJ/EDDP), Germany","51.3452","12.38594","Mineralnye Vody Airport (MRV/URMM), Russia","44.1979","43.12299",Leipzig Airport (LEJ) (   Germany),"51.3452","12.38594"
"Charleston International Airport, SC (CHS/KCHS), United States of America","32.88403",-80.03852,"New York-John F. Kennedy International Airport, NY (JFK/KJFK), United States of America","40.65467",-73.78911,"New York-John F. Kennedy International Airport, NY (JFK) (   United States of America)","40.65009",-73.75436
"Dunnellon/Marion County Airport, FL, United States of America","29.04767",-82.46289,"Dunnellon/Marion County Airport, FL, United States of America","29.04767",-82.46289,"Dunnellon/Marion County Airport, FL (   United States of America)","29.04767",-82.46289
"New York-John F. Kennedy International Airport, NY (JFK/KJFK), United States of America","40.65467",-73.78911,"London-Heathrow Airport (LHR/EGLL), United Kingdom","51.47247",-0.45288,"New York-John F. Kennedy International Airport, NY (JFK) (   United States of America)","40.65009",-73.75436
"Nelspruit-Kruger Mpumalanga International Airport (MQP/FAKN), South Africa",-25.59375,"30.76575","Bloemfontein/New Tempe (FATP), South Africa",-29.09367,"26.19797","33 km (20.6 mls) NW of Barberton (   South Africa)",-25.78932,"31.05519"
"Bridgewater Air Park, VA (KVBW), United States of America","38.38373",-78.97492,"Bridgewater Air Park, VA (KVBW), United States of America","38.38373",-78.97492,"Bridgewater Air Park, VA (   United States of America)","35.73704",-81.72154
"Parkes Airport, NSW (PKE/YPKS), Australia",-33.1365,"148.17456","Parkes Airport, NSW (PKE/YPKS), Australia",-33.1365,"148.17456","Parkes Airport, NSW (PKE) (   Australia)",-33.1365,"148.17456"
"Newbury-Greenham Common RAF Station (EWY/EGVI), United Kingdom","51.40593",-1.32611,"Newbury-Greenham Common RAF Station (EWY/EGVI), United Kingdom","51.40593",-1.32611,"3 km (1.9 mls) N of Reuville (   France)","49.75183","0.8645"
"Chilbolton-USAAF Station AAF-404, United Kingdom","51.15506",-1.44364,"Chilbolton-USAAF Station AAF-404, United Kingdom","51.15506",-1.44364,SW of Retie (   Belgium),"51.26744","5.08441"
"Châteaudun-Advanced Landing Ground A-39 (LFOC), France","48.07037","1.33219","Châteaudun-Advanced Landing Ground A-39 (LFOC), France","48.07037","1.33219","6 km (3.8 mls) WNW of Bastogne (   Belgium)","50.00092","5.71455"
"Châteaudun-Advanced Landing Ground A-39 (LFOC), France","48.07037","1.33219","Châteaudun-Advanced Landing Ground A-39 (LFOC), France","48.07037","1.33219","5 km (3.1 mls) from  Bastogne (   Belgium)","50.00092","5.71455"
"Sedalia Army Air Field, MO (SZL/KSZL), United States of America","38.71078",-93.22806,"Sedalia Army Air Field, MO (SZL/KSZL), United States of America","38.71078",-93.22806,"19 km (11.9 mls) SW of Slater, MO (   United States of America)","39.21784",-93.06758
"Sedalia Army Air Field, MO (SZL/KSZL), United States of America","38.71078",-93.22806,"Sedalia Army Air Field, MO (SZL/KSZL), United States of America","38.71078",-93.22806,"8 km (5 mls) N of Slater, MO (   United States of America)","39.21784",-93.06758
"Lae Airfield, Papua New Guinea",-6.71129,"146.97055","Lae Airfield, Papua New Guinea",-6.71129,"146.97055",Lae Airfield (   Papua New Guinea),-6.71129,"146.97055"
"Minneapolis-St. Paul International Airport, MN (MSP/KMSP), United States of America","44.95151",-93.32273,"Minneapolis-St. Paul International Airport, MN (MSP/KMSP), United States of America","44.95151",-93.32273,"Almelund, MN (   United States of America)","45.49124",-92.78719
"Saharanpur-Sarasawa Air Base (VISP), India","29.9657","77.54605","Saharanpur-Sarasawa Air Base (VISP), India","29.9657","77.54605",near Saharanpur-Sarasawa Air Base (   India),"29.9657","77.54605"
"New York-John F. Kennedy International Airport, NY (JFK/KJFK), United States of America","40.65467",-73.78911,"Newark International Airport, NJ (EWR/KEWR), United States of America","40.7047",-74.1855,"New York-John F. Kennedy International Airport, NY (JFK) (   United States of America)","40.65009",-73.75436
"Benton Harbor-Ross Field, MI (BEH/KBEH), United States of America","42.13208",-86.35344,"Racine-Horlick Airport, WI (RAC/KRAC), United States of America","42.72565",-87.78955,"off Racine, WI (   United States of America)","42.72565",-87.78955
"Amsterdam-Schiphol International Airport (AMS/EHAM), Netherlands","52.3067","4.75325","New York-John F. Kennedy International Airport, NY (JFK/KJFK), United States of America","40.65467",-73.78911,Cairo International Airport (CAI) (   Egypt),"30.11487","31.37892"
"Agra-Kheria Airport (AGR/VIAG), India","27.167","77.9844","Agra-Kheria Airport (AGR/VIAG), India","27.167","77.9844",Sawai (   India),"23.85954","85.75256"
"Balboa-Howard AFB (BLB/MPHO), Panama","8.91911",-79.59442,"La Paz-El Alto Airport (LPB/SLLP), Bolivia",-16.51019,-68.15912,"28 km (17.5 mls) N of La Paz-El Alto Airport (LPB) (   Bolivia)",-16.50596,-68.22783
"São Paulo-Congonhas Airport, SP (CGH/SBSP), Brazil",-20.50904,-43.85437,"Concórdia Airport, SC (CCI/SSCK), Brazil",-27.23314,-52.02675,"Concórdia, SC (   Brazil)",-27.23314,-52.02675
"San Juan-Isla Verde International Airport (SJU/TJSJ), Puerto Rico","18.44919",-66.03748,"New York-John F. Kennedy International Airport, NY (JFK/KJFK), United States of America","40.65467",-73.78911,"New York-John F. Kennedy International Airport, NY (JFK) (   United States of America)","40.65009",-73.75436
"San Juan-Isla Verde International Airport (SJU/TJSJ), Puerto Rico","18.44919",-66.03748,"New York-John F. Kennedy International Airport, NY (JFK/KJFK), United States of America","40.65467",-73.78911,"New York-John F. Kennedy International Airport, NY (JFK) (   United States of America)","40.65009",-73.75436
"Oslo-Gardermoen Airport (GEN/ENGM), Norway","60.16052","11.11624","New York-John F. Kennedy International Airport, NY (JFK/KJFK), United States of America","40.65467",-73.78911,"New York-John F. Kennedy International Airport, NY (JFK) (   United States of America)","40.65009",-73.75436
"Volgograd Airport (VOG/URWW), Russia","48.70407","44.45181","Nizhnevartovsk Airport (NJC/USNN), Russia","60.96639","76.53078",Volgograd Airport (VOG) (   Russia),"48.70407","44.45181"
"Huntsville-Madison County Airport, AL (HSV/KHSV), United States of America","34.69129",-86.57107,"Atlanta Municipal Airport, GA (ATL/KATL), United States of America","33.64212",-84.44939,"New Hope, GA (   United States of America)","32.33846",-81.89754
"Cartagena-Rafael Núñez Airport (CTG/SKCG), Colombia","5.73402",-73.91083,"Bucaramanga-Palo Negro Airport (BGA/SKBG), Colombia","7.1171",-73.12928,near Cartagena (   Colombia),"10.42505",-75.53837
"Beijing-Capital Airport (PEK/ZBAA), China","39.96768","116.46231","Fuzhou Airport (FOC/ZSFZ), China","26.07877","119.29689",Fuzhou Airport (FOC) (   China),"26.07877","119.29689"
"Visalia Airport, CA (VIS/KVIS), United States of America","36.32488",-119.39081,"Hamilton-Ravalli County Airport, MT, United States of America","46.25317",-114.13224,"Hamilton-Ravalli County Airport, MT (   United States of America)","46.25317",-114.13224
"Casablanca-Mohamed V Airport (CMN/GMMN), Morocco","33.59446",-7.61176,"New York-John F. Kennedy International Airport, NY (JFK/KJFK), United States of America","40.65467",-73.78911,"New York-John F. Kennedy International Airport, NY (JFK) (   United States of America)","40.65009",-73.75436
"Fairfield-Suisun AFB, CA (SUU/KSUU), United States of America","38.24289",-122.08752,"Portland-Hillsboro Airport, OR (HIO/KHIO), United States of America","45.49674",-122.70552,"18 km (11.3 mls) NE of Woodland, WA (   United States of America)","45.9087",-122.73988
"Chicago-O'Hare International Airport, IL (ORD/KORD), United States of America","41.96638",-87.84859,"New York-John F. Kennedy International Airport, NY (JFK/KJFK), United States of America","40.65467",-73.78911,"New York-John F. Kennedy International Airport, NY (JFK) (   United States of America)","40.65009",-73.75436
"São Paulo-Congonhas Airport, SP (CGH/SBSP), Brazil",-20.50904,-43.85437,"Rio de Janeiro-Santos Dumont Airport, RJ (SDU/SBRJ), Brazil",-22.97243,-43.22459,"50 km (31.3 mls) N of Rio de Janeiro, RJ (   Brazil)",-22.91216,-43.17501
"Kuybyshev Airport (KUF/UWWW), Russia","55.44559","78.31453","Kursk-Vostochny Airport (URS/UUOK), Russia","51.73134","36.19281",near Kursk-Vostochny Airport (URS) (   Russia),"51.73134","36.19281"
"Dubois-Jefferson County Airport, PA (DUJ/KDUJ), United States of America","39.81676",-76.8411,"Harrisburg International Airport, PA (MDT/KMDT), United States of America","40.19859",-76.76095,"Dubois-Jefferson County Airport, PA (DUJ) (   United States of America)","41.20809",-79.55004
"Visalia Airport, CA (VIS/KVIS), United States of America","36.32488",-119.39081,"Oakland International Airport, CA (OAK/KOAK), United States of America","37.71965",-122.20218,"Pleasanton, CA (   United States of America)","37.65819",-121.87713
"Biskra Airport (BSK/DAUB), Algeria","34.81925","5.69381","Algiers-Dar el Beida Airport (ALG/DAAG), Algeria","36.7126","3.21282","0,8 km (0.5 mls) from  Biskra Airport (BSK) (   Algeria)","34.81925","5.69381"
"Great Whale River RCAF Station, QC, Canada","45.47536",-75.72268,"Val-dOr Airport, QC (YVO/CYVO), Canada","48.10163",-77.78873,"58 km (36.3 mls) from  Rupert House, QC (   Canada)","45.67932",-75.9874
"Anderson Municipal Airport, IN (AID/KAID), United States of America","40.11247",-85.61457,"Flint-Bishop Airport, MI (FNT/KFNT), United States of America","43.05694",-83.69934,"Anderson Municipal Airport, IN (AID) (   United States of America)","40.11247",-85.61457
"Houston-Sugar Land Municipal Airport, TX (SGR/KSGR), United States of America","29.65013",-95.65935,"Rutherford Ranch, TX, United States of America","35.91672",-86.41946,"near Buda, TX (   United States of America)","30.08129",-97.84322
"Dubai Airport (DXB/OMDB), United Arab Emirates","25.2356","55.38086","Düsseldorf Airport (DUS/EDDL), Germany","51.21564","6.77666",Düsseldorf Airport (DUS) (   Germany),"51.21564","6.77666"
"Moskva-Vnukovo Airport (VKO/UUWW), Russia","55.64577","37.27393","Makhachkala Airport (MCX/URML), Russia","42.98267","47.47154",Moskva-Domodedovo Airport (DME) (   Russia),"55.75697","37.61502"
"Balikpapan-Sepingan Airport (BPN/WALL), Indonesia",-1.1589,"116.86835","Surabaya-Juanda Airport (SUB/WARR), Indonesia",-7.26309,"112.73129",Surabaya-Juanda Airport (SUB) (   Indonesia),-7.26309,"112.73129"
"Pskov Airport (PKV/ULOO), Russia","57.81558","28.33803","Moskva-Domodedovo Airport (DME/UUDD), Russia","55.75697","37.61502",Moskva-Domodedovo Airport (DME) (   Russia),"55.75697","37.61502"
"Elko Airport, NV (EKO/KEKO), United States of America","40.81967",-115.80793,"Salt Lake City Municipal Airport, UT (SLC/KSLC), United States of America","40.76259",-111.89396,"near Centerville, UT (   United States of America)","40.92002",-111.87898
"Chetumal Airport (CTM/MMCM), Mexico","18.54988",-88.26248,"Mérida-Rejon Airport (MID/MMMD), Mexico","20.9667",-89.62317,"40 km (25 mls) NW of Chetumal (   Mexico)","18.50186",-88.30302
"Kutaisi Airport (KUT/UGKO), Georgia","42.25772","42.66943","Moskva-Domodedovo Airport (DME/UUDD), Russia","55.75697","37.61502","17 km (10.6 mls) NW of Moskva-Domodedovo Airport (DME) (   Russia)","55.75697","37.61502"
"Dubai Airport (DXB/OMDB), United Arab Emirates","25.2356","55.38086","Calcutta-Dum Dum Airport (CCU/VECC), India","22.6469","88.43932","Dubai, Tripoli, Tunis (   Tunisia)","36.81902","10.30562"
"Kupang-El Tari Airport (KOE/WATT), Indonesia",-10.15716,"123.65957","Maumere-Waioti Airport (MOF/WATC), Indonesia",-8.63371,"122.12517",Kupang-El Tari Airport (KOE) (   Indonesia),-10.15716,"123.65957"
"Miami International Airport, FL (MIA/KMIA), United States of America","25.81247",-80.24239,"Chicago-O'Hare International Airport, IL (ORD/KORD), United States of America","41.96638",-87.84859,"Everglades, FL (   United States of America)","25.85695",-81.38485
"Port of Spain-Piarco Airport (POS/TTPP), Trinidad and Tobago","10.59187",-61.33161,"Bogotá-Eldorado Airport (BOG/SKBO), Colombia","4.73581",-74.12336,Sierra Cucuy (   Colombia),"5.52838",-73.36893
"Aberdeen-Dyce Airport (ABZ/EGPD), United Kingdom","57.20511",-2.21184,"Flotta Airport (FLH), United Kingdom","58.8261",-3.10593,Flotta Airport (FLH) (   United Kingdom),"58.8261",-3.10593
"Verkhoyansk Airport (UEBW), Russia","67.55482","133.38995","Yunkyur Airstrip (UEWS), Russia","66.55568","132.91677",near Yunkyur Airstrip (   Russia),"66.55568","132.91677"
"Kansas City Downtown Municipal Airport, MO (MKC/KMKC), United States of America","39.13456",-94.52128,"Omaha-Eppley Airfield, NE (OMA/KOMA), United States of America","41.26068",-95.94026,"12 km (7.5 mls) NNE of Falls City, NE (   United States of America)","40.05876",-95.60144
"Banda Aceh-Blang Bintang Airport (BTJ/WITT), Indonesia","4.09137","96.30634","Medan-Polonia Airport (MES/WIMM), Indonesia","3.56297","98.66598",Medan-Polonia Airport (MES) (   Indonesia),"3.56297","98.66598"
"Rio de Contas-Rio de Contas Airport, BA (SDLE), Brazil",-13.58282,-41.80853,"Macaé Airport, RJ (MEA/SBME), Brazil",-22.37224,-41.7854,"2 km (1.3 mls) from  Macaé Airport, RJ (MEA) (   Brazil)",-22.37224,-41.7854
"Mitú Airport (MVP/SKMU), Colombia","1.25872",-70.23696,"Villavicencio Airport (VVC/SKVV), Colombia","4.13235",-73.62194,La Colina Airport (   Colombia),"8.52517",-72.63776
"Nondalton Airport, AK (NNL/PANO), United States of America","59.97172",-154.84701,"Kenai Airport, AK (ENA/PAEN), United States of America","60.56264",-151.2382,"69 km (43.1 mls) SW of Kenai, AK (   United States of America)","60.55309",-151.25973
"Pittsburgh International Airport, PA (PIT/KPIT), United States of America","40.49086",-80.26047,"Dubois-Jefferson County Airport, PA (DUJ/KDUJ), United States of America","39.81676",-76.8411,"Dubois-Jefferson County Airport, PA (DUJ) (   United States of America)","41.20809",-79.55004
"Lansing-Capital City Airport, MI (LAN/KLAN), United States of America","42.77139",-84.58881,"Chicago-O'Hare International Airport, IL (ORD/KORD), United States of America","41.96638",-87.84859,"Lake Michigan, MI (   United States of America)","42.2224",-86.37803
"Snow Lake Airport, MB, Canada","54.87466",-100.01449,"Winnipeg International Airport, MB (YWG/CYWG), Canada","49.90342",-97.22002,"2 km (1.3 mls) E of Snow Lake Airport, MB (   Canada)","54.87466",-100.01449
"Pittsburgh International Airport, PA (PIT/KPIT), United States of America","40.49086",-80.26047,"Roanoke-Blacksburg Regional Airport, VA (ROA/KROA), United States of America","37.2344",-80.40645,"Roanoke-Blacksburg Regional Airport, VA (ROA) (   United States of America)","37.2344",-80.40645
"Köln-Butzweilerhof Airfield, Germany","38.29155",-122.08698,"Frankfurt Rhein-Main Airport (FRA/EDDF), Germany","50.11208","8.68342",near Hallgarten (   Germany),"49.76124","7.78813"
"Kunming-Wujiaba Airfield (KMG/ZPPP), China","25.06452","102.69877","Jorhat-Rowriah Airport (JRH/VEJT), India","26.71731","94.17749",within China (   China),"39.90657","116.38766"
"Yakutat Airport, AK (YAK/PAYA), United States of America","59.52809",-139.69744,"Annette Island Airport, AK (ANN/PANT), United States of America","55.06238",-131.54018,"off Cape Spencer, AK (   United States of America)","43.14188",-95.1447
"Kagoshima-City Airport, Japan","31.56432","130.5571","Miyazaki Airport (KMI/RJFM), Japan","31.91244","131.42112",Miyazaki Airport (KMI) (   Japan),"31.91244","131.42112"
"Uzhgorod Airport (UDJ/UKLU), Ukraine","48.62636","22.28514","Irshava Airport, Ukraine","48.3118","23.03374","6,4 km (4 mls) N of Mukachevo (   Ukraine)","48.43942","22.72729"
"Detroit-Metropolitan Wayne County Airport, MI (DTW/KDTW), United States of America","42.53099",-82.93518,"Pellston-Emmet County Airport, MI (PLN/KPLN), United States of America","45.56356",-84.78324,"4,4 km (2.8 mls) SW of Pellston-Emmet County Airport, MI (PLN) (   United States of America)","45.56356",-84.78324
"Orlando International Airport, FL (MCO/KMCO), United States of America","28.4033",-81.33302,"Dallas-Love Field, TX (DAL/KDAL), United States of America","32.84536",-96.86478,"20 km (12.5 mls) W of Aberdeen, SD (   United States of America)","45.45909",-98.48691
"Amman-Marka International Airport (ADJ/OJAM), Jordan","31.97849","35.98161","Kuwait International Airport (KWI/OKBK), Kuwait","29.37321","47.97142",near Amman-Marka International Airport (ADJ) (   Jordan),"31.97849","35.98161"
"Barranquilla-Soledad Airport (BAQ/SKBQ), Colombia","10.94624",-74.77239,"Santa Marta Airport (SMR/SKSM), Colombia","11.22656",-74.19874,Barranquilla-Soledad Airport (BAQ) (   Colombia),"10.94624",-74.77239
"Jeddah-King Abdulaziz International Airport (JED/OEJN), Saudi Arabia","21.49198","39.25158","Riyadh-King Khalid International Airport (RUH/OERK), Saudi Arabia","24.12807","47.28018",Jeddah-King Abdulaziz International Airport (JED) (   Saudi Arabia),"21.49198","39.25158"
"Glasgow International Airport (GLA/EGPF), United Kingdom","55.85784",-4.24251,"Campbeltown-Machrihanish Airport (CAL/EGEC), United Kingdom","55.42306",-5.7353,"14 km (8.8 mls) WNW Campbeltown-Machrihanish Airport (CAL) (   United Kingdom)","55.42306",-5.7353
"Traverse City Airport, MI (TVC/KTVC), United States of America","44.73161",-85.63388,"Grand Rapids-Gerald R. Ford International Airport, MI (GRR/KGRR), United States of America","42.97153",-85.6663,"Ada, MI (   United States of America)","42.957",-85.4933
"Quito-Mariscal Sucre Airport (UIO/SEQU), Ecuador",-2.07675,-79.51381,"Tulcán Airport (TUA/SETU), Ecuador","0.80315",-77.72641,Taura AFB (   Ecuador),-2.46071,-79.63407
"Pickle Lake Airport, ON (YPL/CYPL), Canada","51.48351",-90.15916,"Sandy Lake Airport, ON (ZSJ/CZSJ), Canada","53.05739",-93.32296,"Sandy Lake Airport, ON (ZSJ) (   Canada)","53.05739",-93.32296
"Bucharest-Otopeni International Airport (OTP/LROP), Romania","44.4343","26.10298","Brussel-Zaventem Airport (BRU/EBBR), Belgium","50.86489","4.4202","3 km (1.9 mls) N of Bucharest-Otopeni International Airport (OTP) (   Romania)","44.4343","26.10298"
"Paris-Orly Airport (ORY/LFPO), France","46.3344","4.40131","Montpellier-Frejorgues Airport (MPL/LFMT), France","43.60409","3.91565",Grenouillet (   France),"45.10547","4.89048"
"Quito-Mariscal Sucre Airport (UIO/SEQU), Ecuador",-2.07675,-79.51381,"Tulcán Airport (TUA/SETU), Ecuador","0.80315",-77.72641,Tulcán Airport (TUA) (   Ecuador),"0.80315",-77.72641
"Medan-Kualanamu International Airport (KNO/WIMM), Indonesia","3.59211","98.67695","Meulaboh-Cut Nyak Dhien Airport (MEQ/WITC), Indonesia","4.21009","96.0354",Medan-Kualanamu International Airport (KNO) (   Indonesia),"3.59211","98.67695"
"Madrid-Barajas Airport (MAD/LEMD), Spain","40.12283",-2.91683,"Porto-Francisco Sá Carneiro Airport (OPO/LPPR), Portugal","41.16292",-8.59087,Porto-Francisco sá Carneiro Airport (OPO) (   Portugal),"41.16292",-8.59087
"Quito-Mariscal Sucre Airport (UIO/SEQU), Ecuador",-2.07675,-79.51381,"Ambato-Chachoan Airport (ATF/SEAM), Ecuador",-1.24917,-78.62997,Ambato-Chachoan Airport (ATF) (   Ecuador),-1.24917,-78.62997
"Kendari-Wolter Monginsidi Airport (KDI/WAWW), Indonesia",-3.97245,"122.58526","Ujung Pandang-Hasanudin Airport (UPG/WAAA), Indonesia","3.07794","99.52587",Kendari Airport (KDI) (   Indonesia),-3.97245,"122.58526"
"Kyzyl Airport (KYZ/UNKY), Russia","51.72052","94.43659","Abakan Airport (ABA/UNAA), Russia","53.72042","91.44419",between Kyzyl and Abakan (   Russia),"53.72042","91.44419"
"Colorado Springs Municipal Airport, CO (COS/KCOS), United States of America","38.82537",-104.77071,"Oklahoma City-Will Rogers Airport, OK (OKC/KOKC), United States of America","35.45224",-97.59344,"Hugoton-HAP Airport, KS (   United States of America)","37.17651",-101.34813
"Mexicali Airport (MXL/MMML), Mexico","32.64111",-115.47451,"Guaymas-Gen Jose M Yanez Airport (GYM/MMGM), Mexico","27.92357",-110.88949,near Bahía Kino (   Mexico),"28.84345",-111.97062
"Cúcuta-Camilo Daza Airport (CUC/SKCC), Colombia","7.9408",-72.52364,"Arauca-Santiago Pérez Airport (AUC/SKUC), Colombia","4.58736",-74.11022,"5 km (3.1 mls) W of Cúcuta (   Colombia)","7.90967",-72.5041
"El Paso International Airport, TX (ELP/KELP), United States of America","31.80776",-106.40464,"El Paso-West Texas Airport, TX, United States of America","31.80776",-106.40464,"El Paso-West Texas Airport, TX (   United States of America)","31.80776",-106.40464
"Memphis International Airport, TN (MEM/KMEM), United States of America","35.10219",-89.84837,"Chicago-O'Hare International Airport, IL (ORD/KORD), United States of America","41.96638",-87.84859,"near Memphis, TN (   United States of America)","35.14977",-90.04926
"Waco Municipal Airport, TX (ACT/KACT), United States of America","31.58511",-97.19152,"Dallas-Love Field, TX (DAL/KDAL), United States of America","32.84536",-96.86478,"Waco Municipal Airport, TX (ACT) (   United States of America)","31.58511",-97.19152
"San Antonio International Airport, TX (SAT/KSAT), United States of America","29.52451",-98.47522,"Dallas-Love Field, TX (DAL/KDAL), United States of America","32.84536",-96.86478,"Bulverde, TX (   United States of America)","29.74613",-98.45166
"Sheboygan Memorial Airport, WI (SBM/KSBM), United States of America","43.75617",-87.73586,"Manitowoc/Newton Municipal Airport, WI (MTW/KMTW), United States of America","43.99823",-87.80112,"Sheboygan Falls, WI (   United States of America)","43.7287",-87.81197
"Lucknow-Amausi Airport (LKO/VILK), India","26.76495","80.88102","Delhi-Indira Gandhi International Airport (DEL/VIDP), India","28.55463","77.0914",Lucknow (LKO) (   India),"26.85472","80.92135"
